ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,LGR_Conformance,Comment,Media_IDs,Position,Audio_Start,Audio_End,graid,add_orthography,Text_ID,isnref,refind,refindFK
anv_0011,mcveraa,dim ... 'en marugi 'anēm vus die,#	di	=m	#	e	=n	maru	-gi	anē	=m	vus	die,#	3SG	=TAM1	#	DISC	=ART	uncle	-3SG	DEM1.A	=TAM1	kill	3SG,"Her uncle killed her,",en,MORPHEME_ALIGNED,,anv_mp3 anv_wav anv_eaf anv_xml anv_tsv,,35168,39125,#nc	nc_pro.h	nc	##	other	=ln	np.h:a	-rn_pro.h:poss	rn	=lv	v:pred	pro.h:p,,anv,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅,∅	1005	∅	∅	∅	∅	1005	1003	∅	∅	∅	1003,∅	1005	∅	∅	∅	∅	1005	1003	∅	∅	∅	1003
anv_0012,mcveraa,'ōn ... 'ōn di lēn 'ōnō 'ev'ē voruo' vus diē,#	'ō	=n	#	ZERO	'ō'	di	lē	=n	'ōnō	'ev'ē	voruo'	#	ZERO	vus	diē,#	carry	=ART	#	ZERO	carry	3SG	LOC	=ART	place	throw.away	rubbish	#	ZERO	kill	3SG,took her to the litter place and killed her.,en,MORPHEME_ALIGNED,,anv_mp3 anv_wav anv_eaf anv_xml anv_tsv,,39125,42965,#nc	nc	nc	##	0.h:a	v:pred	pro.h:p	adp	=ln	np:g	rn	rn	##	0.h:a	v:pred	pro.h:p,,anv,∅	∅	∅	∅	∅	∅	∅	∅	∅	new	∅	∅	∅	∅	∅	∅,∅	∅	∅	∅	1005	∅	1003	∅	∅	1006	∅	∅	∅	1005	∅	1003,∅	∅	∅	∅	1005	∅	1003	∅	∅	1006	∅	∅	∅	1005	∅	1003
anv_0013,mcveraa,'alē dirē ... dirēk van sagē dirēk 'og'og lēn vunuō,#	alē	dirē	#	dir	=ēk	van	sagē	#	dir	=ēk	'ōg'ōg	lē	=n	vunuō,#	INTERJ	3PL	#	3PL	=TAM2	go	up	#	3PL	=TAM2	RED:stay	LOC	=ART	village,"Then they went up and stayed in the village,",en,MORPHEME_ALIGNED,,anv_mp3 anv_wav anv_eaf anv_xml anv_tsv,,42965,46675,#nc	nc	nc	##	pro.h:s	=lv	v:pred	other:g	##	pro.h:s	=lv	v:pred	adp	=ln	np:l,,anv,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅
anv_0014,mcveraa,;ogo 'ogo vaavan,#	ZERO	'ōgo	'ōgo	va-van,#	ZERO	stay	stay	RED-go,"lived there on and on,",en,MORPHEME_ALIGNED,,anv_mp3 anv_wav anv_eaf anv_xml anv_tsv,,46675,48411,##	0.h:s	v:pred	nc	other,,anv,∅	∅	∅	∅	∅,∅	∅	∅	∅	∅,∅	∅	∅	∅	∅
anv_0015,mcveraa,'en en an... 'anti mun e ... 'ēi,#	'en	e	=n	an—	'anti	mu-n	e—	'ēi,#	NC	HES	=ART	NC	aunt	POSS.GEN-CS	PERS.ART	INTERJ,until the aunt of the ...,en,MORPHEME_ALIGNED,,anv_mp3 anv_wav anv_eaf anv_xml anv_tsv,,48411,52887,#nc	nc	nc	nc	nc	nc	nc	nc	nc,,anv,∅	∅	∅	∅	∅	∅	∅	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅
anv_0016,mcveraa,vuvuluk mun e ... 'e ren̄e 'anēm 'ē van ma,vuvuluk	mun	e	#	'e	ren̄e	anē	=m	'e	van	ma,friend	POSS.GEN-CS	PERS.ART	#	HES	woman	DEM1.A	=TAM1	HES	go	hither,"a close friend of this woman came,",en,WORD_ALIGNED,,anv_mp3 anv_wav anv_eaf anv_xml anv_tsv,,52887,56823,nc	nc	nc	##	other	np.h:s	rn	=lv	nc	v:pred	rv,,anv,∅	∅	∅	∅	∅	bridging	∅	∅	∅	∅	∅,∅	∅	∅	∅	∅	1007	∅	∅	∅	∅	∅,∅	∅	∅	∅	∅	1007	∅	∅	∅	∅	∅
anv_0017,mcveraa,ne ... van rōw so ne 'ev'ēn voruo' ne 'ēn e tētē ne vōruōs kalkal 'i,#	ZERO	ne	van	rōw	#	ZERO	so	ne	'ev'ē	=n	voruo'	#	ZERO	ne	'ēn	e	tētē	ne	vō-ruō	#	ZERO	=s	kalkal	'i,#	ZERO	TAM2:3SG	go	down.there	#	ZERO	PROSP	TAM2:3SG	throw.away	=ART	rubbish	#	ZERO	TAM2:3SG	see	PERS.ART	baby	NUM.ART	NUM-two	#	ZERO	=SIM	RED:crawl	DEL,went down in order to throw away garbage and saw two babies crawling around.,en,MORPHEME_ALIGNED,,anv_mp3 anv_wav anv_eaf anv_xml anv_tsv,,56823,62758,##	0.h:s	lv-pro_h_s	v:pred	rv	##	0.h:a	other	lv-pro_h_a	v:pred	=ln	np:p	##	0.h:a	lv-pro_h_a	v:pred	ln	np.h:p	rn	rn	#rc	0.h:s	=lv	v:pred	rv,,anv,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	new	∅	∅	∅	∅	∅	new	∅	∅	∅	∅	∅	∅	∅,∅	1007	∅	∅	∅	∅	1007	∅	∅	∅	∅	1008	∅	1007	∅	∅	∅	1009	∅	∅	∅	1009	∅	∅	∅,∅	1007	∅	∅	∅	∅	1007	∅	∅	∅	∅	1008	∅	1007	∅	∅	∅	1009	∅	∅	∅	1009	∅	∅	∅
anv_0018,mcveraa,tētē ne vōrus kalkal 'i di ne len 'erē tētē 'anē,#	tētē	ne	vo-̄ru	#	ZERO	=s	kal-kal	'i	%	di	ne	le	=n	'erē	tētē	anē,#	baby	NUM.ART	NUM-two	#	ZERO	=SIM	RED-crawl	DEL	%	3SG	TAM2:3SG	take	=ART	PL	baby	DEM1.A,"The two babies crawling around, she took these babies,",en,MORPHEME_ALIGNED,,anv_mp3 anv_wav anv_eaf anv_xml anv_tsv,,62758,66475,##	np.h:dt_p	rn	rn	#rc_rn	0.h:s	=lv	v:pred	rv	%	pro.h:a	lv-pro_h_a	v:pred	=ln	ln	np.h:p	rn,,anv,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅,∅	1009	∅	∅	∅	1009	∅	∅	∅	∅	1007	∅	∅	∅	∅	1009	∅,∅	1009	∅	∅	∅	1009	∅	∅	∅	∅	1007	∅	∅	∅	∅	1009	∅
anv_0019,mcveraa,'ilin̄ ba'a 'an kologi van sar mom 'an 'uvu woqe'enge ne vōwal,#	ZERO	'ilin̄	ba'a	ZERO	a	=n	kolo	-gi	#	ZERO	van	sar	#	ZERO	mom	ZERO	a	=n	'uvu	woqe'enge	ne	vō-wal,#	ZERO	hide	into	ZERO	LOC.SP	=ART	back	-3SG	#	ZERO	go	inland	#	ZERO	put	ZERO	LOC.SP	=ART	base	tree	NUM.ART	NUM-one,"hid them on her back, went up and put them next to a tree.",en,MORPHEME_ALIGNED,,anv_mp3 anv_wav anv_eaf anv_xml anv_tsv,,66475,70890,##	0.h:a	v:pred	rv	0.h:p	adp	=ln	np:g	-rn_pro.h:poss	##	0.h:s	v:pred	rv	##	0.h:a	v:pred	0.h:p	adp	=ln	np:g	rn	rn	rn,,anv,∅	∅	∅	∅	∅	∅	∅	bridging	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	new	∅	∅	∅,∅	1007	∅	∅	1009	∅	∅	1010	1007	∅	1007	∅	∅	∅	1007	∅	1009	∅	∅	1011	∅	∅	∅,∅	1007	∅	∅	1009	∅	∅	1010	1007	∅	1007	∅	∅	∅	1007	∅	1009	∅	∅	1011	∅	∅	∅
anv_0020,mcveraa,'alē van sar sirēn gunugi tek so ei nom 'ēn sier ēn tētē ne vōruō sa rōwmanēn 'erē 'a'am̄an,#	alē	ZERO	van	sar	sirē	=n	gunu	-gi	#	ZERO	tek	so	#	ei	no	=m	'ēn	sier	ēn	tētē	ne	vō-ruō	sa	rōwmanē	=n	'erē	'a-'am̄an,#	INTERJ	ZERO	go	inland	for	=ART	spouse	-3SG	#	ZERO	speak	QUOT	#	INTERJ	1SG	=TAM1	see	realise	ART	baby	NUM.ART	NUM-two	EMPH	down.there	=ART	PL	RED-man,"Then, (she) went up for her husband and said: ""Hey, I've found two babies right down here, boys.""",en,MORPHEME_ALIGNED,,anv_mp3 anv_wav anv_eaf anv_xml anv_tsv,,70890,77371,##	other	0.h:s	v:pred	rv	adp	=ln	np.h:g	-rn_pro.h:poss	##	0.h:s	v:pred	other	##ds	other	pro.1:a	=lv	v:pred	rv	ln	np.h:p	rn	rn	other	other:l	=ln	ln	np.h:dt_p,,anv,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅,∅	∅	1007	∅	∅	∅	∅	1005	1007	∅	1007	∅	∅	∅	∅	1007	∅	∅	∅	∅	1009	∅	∅	∅	1006	∅	∅	1009,∅	∅	1007	∅	∅	∅	∅	1005	1007	∅	1007	∅	∅	∅	∅	1007	∅	∅	∅	∅	1009	∅	∅	∅	1006	∅	∅	1009
anv_0021,mcveraa,'en ... so durum da sivie so,#	'e=n	#	ZERO	so	#	duru	=m	da	sivie	#	ZERO	so,#	HES=ART	#	ZERO	QUOT	#	3DL=TAM1	=TAM1	do	how	#	ZERO	QUOT,"""What about them, then?""",en,WORD_ALIGNED,,anv_mp3 anv_wav anv_eaf anv_xml anv_tsv,,77371,80128,#nc	nc	##	0.h:s	other:pred	##ds	pro.h:s	=lv	v:pred	other	##	0.h:s	other:pred,,anv,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅,∅	∅	∅	1005	∅	∅	1009	∅	∅	∅	∅	1007	∅,∅	∅	∅	1005	∅	∅	1009	∅	∅	∅	∅	1007	∅
anv_0022,mcveraa,durun milin̄sal ēk inin ēn bē 'am̄ēn wede olbaot lēn wovinqa lēn dudu n̄ar,#	duru	=n	milin̄sal	#	ē	ZERO	=k	inin	ēn	bē	'amē	=n	wede	olbaot	lē	=n	wovinqa	lē	=n	dudu	n̄ar,#	3DL	=ART	hunger	#	CC	ZERO	=TAM2	RED:drink	ART	water	ASS	=ART	rain	incorrectly	LOC	=ART	coconut.shell	LOC	=ART	leave	canarium,"""The two are hungry, drink rain water here and there, from coconut shells, from nangae leaves.""",en,MORPHEME_ALIGNED,,anv_mp3 anv_wav anv_eaf anv_xml anv_tsv,,80128,87637,##ds	pro.h:s	=ln	np:pred	##	other	0.h:a	=lv	v:pred	ln	np:p	rn	=rn	rn	rn	rn	=rn	rn	rn	=rn	rn	rn,,anv,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	new	∅	∅	∅	∅	∅	∅	new	∅	∅	new	∅,∅	1009	∅	∅	∅	∅	1009	∅	∅	∅	1012	∅	∅	∅	∅	∅	∅	1013	∅	∅	1014	∅,∅	1009	∅	∅	∅	∅	1009	∅	∅	∅	1012	∅	∅	∅	∅	∅	∅	1013	∅	∅	1014	∅
anv_0023,mcveraa,'alē e ... n marun e ren̄e am ma' nē ne tek so,#	alē	e	#	n	maru-n	e	ren̄e	#	a	ZERO	=m	ma'	%	nē	ne	tēk	so,#	INTERJ	HES	#	ART	uncle-CS	PERS.ART	woman	#	REL	ZERO	=TAM1	dead	%	DEM1	TAM2:3SG	speak	QUOT,So the uncle of that woman that had died said:,en,MORPHEME_ALIGNED,,anv_mp3 anv_wav anv_eaf anv_xml anv_tsv,,87637,92200,#nc	nc	nc	##	ln	np.h:s	rn	rn	#rc_rn	other	0.h:s	=lv	v:pred	%	rn	lv-pro_h_s	v:pred	other,,anv,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅,∅	∅	∅	∅	∅	1005	∅	1003	∅	∅	1003	∅	∅	∅	∅	∅	∅	∅,∅	∅	∅	∅	∅	1005	∅	1003	∅	∅	1003	∅	∅	∅	∅	∅	∅	∅
anv_0024,mcveraa,ba wunva san ren̄e a dēm vus ēn ni'igi sa ne vōruō 'anē n varaba,#	ba	wunva	sa	=n	ren̄e	#	a	dē	=m	vus	ZERO	%	ēn	ni'i	-gi	sa	ne	vō-ruō	anē	n	varaba,#	but	probably	EMPH	=ART	woman	#	REL	1PL.IN	=TAM1	kill	ZERO	%	ART	child	-3SG	EMPH	NUM.ART	NUM-two	DEM1.A	ART	twin,"I think right this woman that we have killed, it's her two children, twins.",en,MORPHEME_ALIGNED,,anv_mp3 anv_wav anv_eaf anv_xml anv_tsv,,92200,97849,##ds	other	other	other	=ln	np.h:dt_poss	#ds_rc_rn	other	wpro.1:a	=lv	v:pred	0.h:p	%	ln	np.h:pred	-rn_pro.h:poss	other	ln	np.h:s	rn	ln	np.h:dt_s,,anv,∅	∅	∅	∅	∅	∅	∅	∅	bridging	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅,∅	∅	∅	∅	∅	1003	∅	∅	1015	∅	∅	1003	∅	∅	1009	1003	∅	∅	1009	∅	∅	1009,∅	∅	∅	∅	∅	1003	∅	∅	1015	∅	∅	1003	∅	∅	1009	1003	∅	∅	1009	∅	∅	1009
anv_0025,mcveraa,e 'ōn ... 'ō duru sarmanē nēn ren̄e 'anē ne da menteg sir duruō,#	e	'ō'=n	#	ZERO	'ō'	duru	sarmanē	#	nē	=n	ren̄e	anē	ne	da	menteg	sir	duruō,#	DISC	carry=ART	#	ZERO	carry	3DL	up.here	#	DEM1	=ART	woman	DEM1.A	TAM2:3SG	do	well	for	3DL,"Then took them right up there, and this woman cared well for them.",en,MORPHEME_ALIGNED,,anv_mp3 anv_wav anv_eaf anv_xml anv_tsv,,97849,103765,#nc	nc	nc	##	0.h:a	v:pred	pro.h:p	other:g	##	other	=ln	np.h:s	rn	lv-pro_h_s	v:pred	rv	adp	pro.h:obl,,anv,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅,∅	∅	∅	∅	1015	∅	1009	∅	∅	∅	∅	1007	∅	∅	∅	∅	∅	1009,∅	∅	∅	∅	1015	∅	1009	∅	∅	∅	∅	1007	∅	∅	∅	∅	∅	1009
anv_0026,mcveraa,duruk ..e.. sor mē durun gogov men̄men̄ menteg duruō,#	duru	=k	e	sor	mē	duru	=n	gogov	#	ZERO	men̄men̄	menteg	duruō,#	3DL	=TAM2	HES	put.on	DAT	3DL	=ART	clothes	#	ZERO	RED:clean	well	3DL,The two put their clothes on and washed them well.,en,MORPHEME_ALIGNED,,anv_mp3 anv_wav anv_eaf anv_xml anv_tsv,,103765,108632,##	pro.h:a	=lv	nc	v:pred	adp	pro.h:g	=ln	np:p	##	0.h:a	v:pred	rv	pro.h:p,,anv,∅	∅	∅	∅	∅	∅	∅	∅	new	∅	∅	∅	∅	∅,∅	1015	∅	∅	∅	∅	1009	∅	1016	∅	1015	∅	∅	1009,∅	1015	∅	∅	∅	∅	1009	∅	1016	∅	1015	∅	∅	1009
anv_0027,mcveraa,duruk ...'ē .... 'anti muru 'anē ne 'ēn gōr duruō 'ēn gōr duruō vaavan,#	duru	=k	'ē	#	'anti	mu	-ru	anē	ne	'ēn	gōr	duruō	#	ZERO	'ēn	gōr	duruō	va-van,#	3DL	=TAM2	HES	#	aunt	POSS.GEN	-3DL	DEM1.A	TAM2:3SG	see	secure	3DL	#	ZERO	see	secure	3DL	RED-go,"Their aunt looked after them, looked after them, on and on",en,MORPHEME_ALIGNED,,anv_mp3 anv_wav anv_eaf anv_xml anv_tsv,,108632,113150,#nc	nc_pro.h	nc	nc	##	np.h:a	rn	-rn_pro.h:poss	rn	lv-pro_h_a	v:pred	rv	pro.h:p	##	0.h:a	v:pred	rv	pro.h:p	other,,anv,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅,∅	1009	∅	∅	∅	1007	1009	∅	∅	∅	∅	∅	1009	∅	1007	∅	∅	1009	∅,∅	1009	∅	∅	∅	1007	1009	∅	∅	∅	∅	∅	1009	∅	1007	∅	∅	1009	∅
anv_0028,mcveraa,nei duru man luwo wal e dirēk vanvan lēn ... n babara,#	nei	duru	man	luwo	wal	#	e	dir	=ēk	vanvan	lē	=n	NC	n	babara,#	now	3DL	PFV	big	quite	#	DISC	3PL	=TAM2	RED:go	LOC	=ART	HES	ART	shooting,and now the two had grown up. They went to a shooting contest.,en,MORPHEME_ALIGNED,,anv_mp3 anv_wav anv_eaf anv_xml anv_tsv,,113150,117639,##	other	pro.h:s	lv	v:pred	rv	##	other	pro.h:s	=lv	v:pred	adp	=ln	nc	nc	np:g,,anv,∅	∅	∅	∅	∅	∅	∅	∅	new	∅	∅	∅	∅	∅	∅	new,∅	∅	1009	∅	∅	∅	∅	∅	1021	∅	∅	∅	∅	∅	∅	1018,∅	∅	1009	∅	∅	∅	∅	∅	1021	∅	∅	∅	∅	∅	∅	1018
anv_0029,mcveraa,ē dirēk ..e..n uncle muru 'anē ne 'es murun vus,#	ē	dir	=ēk	#	eh	=n	uncle	mu	-ru	anē	ne	'es	mu	-ru	=n	vus,#	DISC	3PL	=TAM2	#	HES	=ART	uncle	POSS.GEN	-3DL	DEM1.A	TAM2:3SG	carve	POSS.GEN	-3DL	=ART	bow,Their uncle cut bows for them,en,MORPHEME_ALIGNED,,anv_mp3 anv_wav anv_eaf anv_xml anv_tsv,,117639,121283,#nc	nc	nc_pro.h	nc	##	nc	=ln	np.h:a	rn	-rn_pro.h:poss	rn	lv-pro_h_a	v:pred	ln	-rn_pro.h:poss	=ln	np:p,,anv,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	new,∅	∅	1009	∅	∅	∅	∅	1005	∅	1009	∅	∅	∅	∅	1009	∅	1019,∅	∅	1009	∅	∅	∅	∅	1005	∅	1009	∅	∅	∅	∅	1009	∅	1019
anv_0030,mcveraa,e len murun wō'iqē duruk van,#	e	ZERO	le	=n	mu	-ru	=n	wō'iqē	#	duru	=k	van,#	DISC	ZERO	transfer	=ART	POSS.GEN	-3DL	=ART	arrow	#	3DL	=TAM2	go,"and gave them arrows, and then the two went.",en,MORPHEME_ALIGNED,,anv_mp3 anv_wav anv_eaf anv_xml anv_tsv,,121283,124146,##	other	0.h:a	v:pred	=ln	ln	-rn_pro.h:poss	=ln	np:p	##	pro.h:s	=lv	v:pred,,anv,∅	∅	∅	∅	∅	∅	∅	∅	new	∅	∅	∅	∅,∅	∅	1005	∅	∅	∅	1009	∅	1020	∅	1009	∅	∅,∅	∅	1005	∅	∅	∅	1009	∅	1020	∅	1009	∅	∅
anv_0031,mcveraa,van suw 'asenē e ragak ..e... babarak kasem ba duru kasem ros e wo e ragak bor sa duru duruk rara,#	ZERO	van	suw	asenē	#	e	raga	=k	e	ba-bara	#	ZERO	=k	kasem	#	ba	duru	kasem	rōs	#	e	wo	e	raga	=k	borsa	duru	#	duru	=k	rara,#	ZERO	go	down	MAN.DEM1.A	#	PERS.ART	people	=TAM2	HES	RED-bow.shoot	#	ZERO	=TAM2	succeed	#	but	3DL	succeed	GEN.NEG2	#	DISC	and	PERS.ART	people	=TAM2	laugh	3DL	#	3DL	=TAM2	cry,"went down there, everybody shot and were succesful, but the two didn't succeed, so everybody made fun of the two, and the two cried.",en,MORPHEME_ALIGNED,,anv_mp3 anv_wav anv_eaf anv_xml anv_tsv,,124146,131583,##	0.h:s	v:pred	rv	other	##	ln	np.h:s	=lv	nc	v:pred	##	0.h:s	=lv	v:pred	##neg	other	pro.h:s	v:pred	rv	##	other	other	ln	np.h:a	=lv	v:pred	pro.h:p	##	pro.h:s	=lv	v:pred,,anv,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅,∅	1009	∅	∅	∅	∅	∅	1021	∅	∅	∅	∅	1021	∅	∅	∅	∅	1009	∅	∅	∅	∅	∅	∅	1021	∅	∅	1009	∅	1009	∅	∅,∅	1009	∅	∅	∅	∅	∅	1021	∅	∅	∅	∅	1021	∅	∅	∅	∅	1009	∅	∅	∅	∅	∅	∅	1021	∅	∅	1009	∅	1009	∅	∅
